N,P,K,humidity,ph,temperature,rainfall,label
26,64,18,50.5,5.84,18.4,95.2,kidneybeans
22,59,20,56.2,5.78,25.7,98.5,pigeonpeas
32,49,20,70.6,6.52,27.8,122,blackgram
31,45,29,58.4,6.78,27.7,76.4,mungbean
26,57,16,53.1,6.88,24.5,71.2,lentil
34,23,30,55.4,6.96,22,41.1,pomegranate
40,20,37,62.6,6.14,29.6,78.8,grapes
21,27,26,67.5,7.24,31.5,60.5,watermelon
21,26,18,57,6.71,23.7,94.6,muskmelon
60,22,60,84,5.74,19.6,169.2,coffee
66,41,48,78,6.09,29.7,206.6,jute
94,45,35,77.1,6.02,27.2,237.2,rice
21,23,14,58.7,6.17,22.1,49.2,wheat
31,66,27,72.9,6.76,28.8,114.9,maize
23,22,25,77.4,6.43,26,134.7,cotton
104,50,54,73.9,6.99,30.2,123.4,sugarcane
105,76,59,64.2,6.65,25.9,167.5,banana
26,31,32,58.6,7.38,31.5,126,mango
35,28,30,61.4,5.55,13.9,83.6,apple
63,25,23,60.6,6.73,19.3,110.5,orange
70,23,40,79.9,6.34,25.8,207.8,coconut
37,69,22,58.4,6.73,20.5,79.1,chickpea
32,54,23,58.4,6.08,22,105.4,kidneybeans
17,57,18,54.5,6.85,31.9,81.4,pigeonpeas
16,54,22,62.9,7.19,26.2,104,blackgram
25,46,16,57,6.9,31.6,64.5,mungbean
29,59,21,46.4,6.2,24.8,73.1,lentil
34,18,24,40.4,7.17,31.3,76.8,pomegranate
32,38,30,56.1,6.22,26.7,55.1,grapes
21,16,20,60,7.11,30.9,109.8,watermelon
25,29,27,51,7.16,26.4,57.5,muskmelon
65,30,52,88.2,6.42,21,192.4,coffee
69,35,36,75.3,6.52,28.8,168.9,jute
87,44,48,79.6,6.24,21.3,216.6,rice
30,23,16,62.8,6.67,23.4,57.7,wheat
36,68,24,72.1,6.56,24.9,117.1,maize
28,18,35,74.3,6.85,27.8,136,cotton
101,58,45,73.1,7.2,24.8,124.8,sugarcane
90,88,60,69.6,6.59,29.6,140.3,banana
37,22,40,69.1,7.41,25.1,87.9,mango
23,32,24,60.9,6.42,11.8,125.4,apple
65,31,40,54.3,6.35,18.9,127,orange
67,34,55,85.1,6.91,26.8,159.9,coconut
45,73,25,56,6.55,22.4,61.9,chickpea
32,68,25,51,6.32,17.2,93.3,kidneybeans
33,42,29,49,6.66,21.2,67.2,pigeonpeas
33,43,25,71,6.26,31.9,83.5,blackgram
15,35,28,57.2,6.49,24.6,78.1,mungbean
29,54,15,58.3,7.25,19.1,56.1,lentil
31,18,35,54.8,6.17,27.7,71.4,pomegranate
37,34,36,49.4,6.29,26.3,84.4,grapes
32,20,28,65.8,7.14,31.1,70.1,watermelon
34,18,29,51.7,6.27,23.9,60.4,muskmelon
75,40,47,85.3,5.63,18.5,238.9,coffee
89,42,31,76.4,6.2,29.5,198.5,jute
92,38,50,76.3,6.18,26.9,242.8,rice
20,13,18,55.9,7.45,16,68.8,wheat
39,60,15,66,6.77,24.2,110.1,maize
28,18,33,77.9,6.32,25,108.4,cotton
91,44,45,71.5,6.57,30.2,124.1,sugarcane
115,87,54,61.7,6.99,29.8,164,banana
36,25,35,69.6,5.69,34,110.1,mango
33,16,33,60.8,6.49,13.3,128.1,apple
53,39,40,61.9,6.38,18.6,93.7,orange
58,25,42,87.4,6.72,27.1,152.2,coconut
41,66,22,51,6.38,24.8,67.2,chickpea
17,66,26,60.1,5.99,15.1,109.9,kidneybeans
29,49,23,52.3,6.45,28.5,65.1,pigeonpeas
33,41,28,76.4,6.46,26.8,92.4,blackgram
23,43,18,57.3,6.13,24.2,60,mungbean
19,54,22,61.3,6.07,16.4,46.2,lentil
28,31,32,46.5,6.65,31,62.2,pomegranate
37,32,24,54.1,7.2,24.6,75.8,grapes
20,25,30,65.7,6.52,26.7,78.6,watermelon
31,16,16,61.3,7.01,23.3,51.9,muskmelon
67,20,44,88.8,5.02,18.3,211.9,coffee
74,31,42,77,7.41,29.1,244.9,jute
75,54,48,81.1,6.74,21.8,182.9,rice
24,18,14,60.6,7.41,16.5,48.5,wheat
39,70,15,74.1,6.6,24.5,117.9,maize
28,15,30,75.2,6.9,29.2,120,cotton
101,48,45,72.7,7.26,26.8,132.7,sugarcane
116,75,48,63.8,7.31,31,143,banana
43,20,21,60.4,7.17,29.1,89.9,mango
26,30,23,60.1,5.51,19.2,126.3,apple
64,34,28,56.5,6.33,19.6,130.8,orange
50,35,45,78.7,5.63,25.9,207.1,coconut
47,61,20,58.3,6.72,27,72.7,chickpea
25,50,26,59.6,6.02,22.2,97.1,kidneybeans
27,60,24,61,6.36,24.9,102.6,pigeonpeas
26,59,19,66.5,6.58,24.7,96.9,blackgram
25,43,15,55.3,6.59,31.1,88.7,mungbean
16,58,25,51.5,6.96,22.4,44.4,lentil
25,27,34,50.4,6.08,24.3,66.7,pomegranate
43,25,27,52,6.09,28.8,51.9,grapes
39,22,28,66.3,6.45,24.1,78,watermelon
28,25,19,53.2,7.2,26.6,43.5,muskmelon
77,20,51,77.4,6.41,25.2,163.9,coffee
78,35,41,71.1,7.09,26.2,195.9,jute
99,38,38,79.8,6.01,26,247.2,rice
28,14,17,50.9,6.17,21.9,58.1,wheat
39,58,21,71.6,6.73,28,107.3,maize
33,19,27,74.8,6.69,26.3,125.1,cotton
82,60,43,83.9,7.48,30.4,189.5,sugarcane
98,78,52,63.4,7.28,29.9,191.2,banana
44,33,20,59.9,6.68,30.4,75.1,mango
22,17,33,70.9,6.4,19.6,139.9,apple
43,32,29,62,6.99,29.2,118,orange
57,26,56,83.2,6.58,27.4,214.4,coconut
50,67,25,57,6.78,19.3,55.3,chickpea
21,68,17,52.6,5.96,18.2,79.8,kidneybeans
25,53,21,55.7,6.32,25.1,89,pigeonpeas
25,46,28,67.1,7.16,28.8,124.3,blackgram
25,50,21,57.3,6.15,29,88,mungbean
20,47,15,63.9,6.41,23.8,43.7,lentil
38,25,35,44,6.78,24.7,62.1,pomegranate
34,33,38,48.6,6.97,24.9,60,grapes
29,17,15,61.6,6.42,28.7,93.4,watermelon
24,16,15,63.9,6.33,30.2,87.9,muskmelon
71,30,57,75,5.14,19.9,208,coffee
79,38,39,88.5,7.18,32.8,203.3,jute
93,45,41,86.3,5.97,25.2,198.7,rice
19,11,20,62.7,6.56,16.5,49,wheat
30,55,29,70.4,6.04,25.4,105.8,maize
31,24,34,79.9,6.91,26.1,146.6,cotton
105,42,45,75.1,6.75,30,152.3,sugarcane
100,83,59,62.5,7.22,27.2,139.8,banana
20,23,20,52.2,7.15,24,141.8,mango
20,20,23,64,6.23,11,143.3,apple
67,33,38,69.9,6.01,28.2,96.5,orange
57,24,44,87.5,6.72,28.6,197.8,coconut
37,69,19,49.8,6.51,26.9,56.4,chickpea
20,58,26,52.9,5.82,20.1,90.3,kidneybeans
33,48,27,61.3,6.04,29.5,87,pigeonpeas
33,47,20,79.6,7.46,27.9,86.7,blackgram
31,55,19,69.5,7.03,30,108.7,mungbean
21,57,21,45.9,6.99,23.6,72.2,lentil
30,34,21,46,6.56,30.1,59.5,pomegranate
46,30,37,49,6.87,22.1,52.9,grapes
37,17,22,74.3,7.01,33.1,95.8,watermelon
28,22,16,50.6,6.58,24.6,70.9,muskmelon
84,21,47,89.4,6.15,24.8,157.2,coffee
87,40,36,72.5,7.21,32,226.4,jute
87,58,49,77.2,5.88,20.8,215.4,rice
14,12,10,62.2,6.7,15.2,37.6,wheat
33,51,24,62.2,6.68,28.3,106.5,maize
31,24,31,65.1,6.86,30.1,143.5,cotton
86,60,41,78.1,6.93,30.5,177.3,sugarcane
98,90,50,62.1,7.08,27.4,197.5,banana
49,40,33,54.3,7.29,32.2,133.5,mango
37,22,22,61.4,6.79,14.6,132.2,apple
59,27,23,61.9,6.96,25.4,119.9,orange
61,27,58,78.5,6.88,29.5,243.7,coconut
41,67,20,47.8,6.29,18.1,79.6,chickpea
17,53,21,50.1,5.63,15.3,61.8,kidneybeans
15,59,27,58.1,6.01,21.2,94.2,pigeonpeas
18,47,28,72,7.24,26.4,97.9,blackgram
16,35,18,63.8,6.56,30.8,86.9,mungbean
17,51,19,45,6.99,15.4,69.3,lentil
29,26,19,46.5,6.02,24.1,56.1,pomegranate
38,21,39,60.4,6.65,28.1,69.3,grapes
28,28,27,56.8,7.42,26.7,50.2,watermelon
26,28,25,61,6.35,30,47.1,muskmelon
90,23,41,77.6,5.01,24.7,182.7,coffee
61,38,35,70.2,6.78,26.9,206.4,jute
93,38,49,81.3,6.66,25.9,211.1,rice
23,17,17,51.3,7.4,21.8,53.2,wheat
38,57,30,68.7,6.58,25.6,116.4,maize
25,25,31,75.6,6.22,31.3,143.6,cotton
95,47,47,74.6,7.48,33.6,169.9,sugarcane
106,81,51,71.8,7.39,25.1,154.5,banana
25,28,31,64.4,6.59,27.9,140.8,mango
33,33,35,64.4,6.37,15.8,140.2,apple
53,38,36,59.6,7.31,18.7,99.3,orange
73,30,45,83.2,6.13,30.6,215.6,coconut
38,80,23,51.2,6.67,25.4,76.3,chickpea
20,52,20,57.6,5.53,24.4,98.3,kidneybeans
27,41,16,61.8,6.31,25.2,98.4,pigeonpeas
31,45,17,62.9,7.46,28.6,86.5,blackgram
22,48,28,57.2,7.02,32,67.9,mungbean
29,53,23,50.5,6.59,18.1,62,lentil
40,27,32,47.2,7.13,23.9,58.6,pomegranate
42,21,40,47.4,7.15,28.9,55.4,grapes
26,28,29,63.5,6.9,31.4,102.2,watermelon
27,17,27,66.6,6.61,23.9,50,muskmelon
90,22,41,72.2,6.26,23,167.1,coffee
79,42,32,74.6,7.37,33.1,171.4,jute
94,48,38,85.8,5.86,21.5,208.6,rice
17,22,11,54.9,7.41,18.2,48.3,wheat
36,55,26,62.1,6.62,27.4,106.1,maize
34,24,34,72.5,6.53,31.7,147.9,cotton
111,42,60,74.1,6.82,32.8,128,sugarcane
112,70,49,60.6,7.42,28.8,123,banana
20,38,40,67.9,6.16,32.1,148.1,mango
30,27,30,61.7,5.71,13.4,110.7,apple
69,28,36,54.9,7.41,24.6,92,orange
71,33,49,86.3,5.62,30.7,231.5,coconut
44,77,18,56.7,6.56,24.2,55.4,chickpea
27,54,29,58.3,6.06,24.1,97.8,kidneybeans
30,53,15,45.7,6.74,26.6,104.5,pigeonpeas
16,40,24,62.3,6.71,25.5,127.1,blackgram
26,54,16,57.3,6.94,29.9,63.6,mungbean
16,45,25,51.5,6.59,20.8,60.8,lentil
39,32,22,56.1,6.64,31.3,79.3,pomegranate
33,36,34,58,6.6,24.7,50.6,grapes
37,16,20,67.7,7.3,26.6,92.9,watermelon
26,25,17,61.5,6.19,25.8,68.4,muskmelon
80,23,59,82.2,5.73,21.5,156.2,coffee
73,49,30,80.7,7.44,24.3,198.9,jute
72,46,37,81.3,6.37,25.6,194.6,rice
21,19,14,51.7,7.48,16.7,52,wheat
25,52,30,74.8,6.02,27.4,112.1,maize
28,21,29,65.5,6.42,28.3,145.3,cotton
98,52,48,80.4,6.45,30.2,133.2,sugarcane
90,76,58,63.3,7.25,29.3,176,banana
25,37,27,61.1,6.6,31.4,117.2,mango
38,15,20,66.3,6.47,11,95.1,apple
65,28,27,65.3,7.03,19.8,109.6,orange
55,27,52,75.8,5.83,29.2,212.4,coconut
50,64,24,45.3,6.82,22.5,69,chickpea
22,62,17,50.9,5.79,18,80.8,kidneybeans
32,45,23,55.1,5.66,27.3,87.7,pigeonpeas
18,44,15,62.2,7.37,27.4,82.5,blackgram
18,43,28,73.4,6.54,29.2,66.9,mungbean
28,50,25,52.5,6.66,24.6,58.7,lentil
39,16,25,46.1,6.57,27.4,40.5,pomegranate
44,32,40,57.8,7.38,23,57.5,grapes
38,18,16,72,6.07,28.3,94.4,watermelon
37,18,24,60.9,6.49,28.7,76.6,muskmelon
68,36,41,84.1,6.43,24.8,223.5,coffee
87,47,35,75.3,7.23,26.8,228.7,jute
65,56,39,78.5,5.97,22.4,234.6,rice
12,12,10,58.4,7.42,15.8,60.4,wheat
34,63,23,60.5,6.31,28.4,87.9,maize
27,20,25,79.2,6.13,25,112.8,cotton
118,58,55,74.1,7.1,32.4,187.2,sugarcane
96,71,49,72.8,7.29,29.2,132.9,banana
41,40,21,68.1,7.49,27.1,129.7,mango
28,22,33,69.4,5.81,11.2,105.6,apple
62,40,39,64.7,6.27,23.6,109,orange
67,39,56,82.9,6.68,28.6,242.9,coconut
43,80,21,45.2,6.63,26.2,52.1,chickpea
20,69,28,59.1,6.52,17.7,101.4,kidneybeans
34,44,23,49.6,6.83,20.5,95.9,pigeonpeas
24,58,22,78.8,6.03,31.1,71.4,blackgram
15,42,15,63.2,6.41,24.5,70.2,mungbean
21,53,19,53.8,6.58,22.7,64.4,lentil
27,24,15,55.3,6.56,27,60.4,pomegranate
38,34,31,64.1,7.17,23,84.5,grapes
25,19,17,65.7,6.09,30.9,82.4,watermelon
40,17,21,53.6,6.25,28.3,67.8,muskmelon
100,22,55,77.3,5.68,23.6,249,coffee
63,30,32,89,6.46,27,239.2,jute
74,49,46,87,6.68,21.5,204.3,rice
23,13,11,62.4,6.93,22.5,57.2,wheat
36,52,19,63.3,6.06,27.9,92.1,maize
21,25,29,69,6.15,27.9,146.7,cotton
87,40,50,71.7,6.65,29.5,177.2,sugarcane
117,86,52,67.5,6.51,31.6,190.2,banana
41,26,37,61.2,5.81,26.4,86.5,mango
33,27,24,61.4,6.02,13.6,83.9,apple
47,20,24,55.9,7.13,26.8,99.1,orange
59,24,40,82,6.7,26.5,164.8,coconut
50,78,20,48,7.2,23.4,79.1,chickpea
30,64,30,58.6,6.26,16.8,79.4,kidneybeans
26,46,18,63.8,6.32,23.4,71.9,pigeonpeas
25,54,19,63.9,7.1,31.5,89.2,blackgram
16,40,25,74.9,6.17,26.9,80.9,mungbean
20,60,22,52.1,6.51,15.4,74,lentil
34,16,26,44.6,6.35,25.9,57,pomegranate
40,35,37,64,6.82,27.8,50.8,grapes
29,23,29,66.9,7.03,25.4,119.4,watermelon
31,15,19,60,6.37,26.8,76,muskmelon
60,20,45,73.8,6.11,23.8,189.9,coffee
78,50,31,86,6.49,29.8,168,jute
85,41,39,81.9,6.78,21.6,225.2,rice
22,18,15,57.2,6.09,20.1,41.4,wheat
33,66,15,68.1,6.36,28.6,92.4,maize
30,21,33,66.9,6.55,25.4,147,cotton
102,58,57,74.8,6.7,25.7,168.4,sugarcane
113,74,60,71.6,7.26,30.8,184.5,banana
40,38,36,58.8,5.62,33.1,133.7,mango
22,26,32,70.5,6.72,13.9,114.7,apple
69,31,31,50.2,6.19,27.1,127.4,orange
63,33,50,81.2,5.78,29.8,244.7,coconut
36,77,17,45.1,6.38,25,67.9,chickpea
35,57,25,50.8,5.74,18.9,83.6,kidneybeans
32,46,21,64.7,5.64,22.7,68,pigeonpeas
23,48,29,71.6,7.06,28.9,71.3,blackgram
31,40,30,72.3,6.96,25.7,106.3,mungbean
17,42,18,64.1,6.31,17.4,59.3,lentil
26,34,22,48,6.62,28,55,pomegranate
44,40,32,56.3,7.23,24.5,56.4,grapes
34,23,16,55.3,6.44,33.5,89.3,watermelon
31,26,22,66.8,6.03,23.3,100,muskmelon
64,23,40,78.1,5.2,20,228.3,coffee
68,46,34,78.4,7.16,33.8,206,jute
71,39,39,81.3,6.24,25.7,217.5,rice
28,17,19,54.1,6.03,16.8,46.4,wheat
40,66,21,69,6.37,22.2,108.4,maize
30,19,27,79.4,6.39,31.7,125.2,cotton
97,41,55,72.2,6.87,24.5,162.5,sugarcane
112,75,52,61.4,7.32,28.5,190.7,banana
47,29,34,59.6,6.75,33.3,72.4,mango
30,26,24,67.6,6.73,15.9,149.4,apple
59,38,39,66,6.2,20.4,94.1,orange
73,37,40,71.3,6.97,26.5,240.1,coconut
44,78,21,59.8,6.48,21.1,64.7,chickpea
23,58,22,63.4,5.82,17.5,117.4,kidneybeans
35,51,23,49.6,6.86,26.3,89.6,pigeonpeas
21,40,15,79.8,6.35,25.3,108.3,blackgram
32,51,16,72.6,6.38,33.6,109.4,mungbean
17,47,17,56.7,7.24,17.2,41.7,lentil
37,22,27,45,6.94,22.1,53.4,pomegranate
48,20,24,51.9,6.06,23.8,79.1,grapes
38,21,17,59,6.78,29.4,83.1,watermelon
29,24,29,61.9,7.44,31.6,53.9,muskmelon
62,21,56,86.4,5.69,22,231.4,coffee
71,39,34,81.2,6.99,32.7,150.8,jute
100,37,39,80.7,5.81,23.9,215.3,rice
27,13,19,61.5,6.01,15.6,32.3,wheat
24,68,22,68.3,6.66,23.3,97.8,maize
23,24,32,67.5,6.05,26,137.2,cotton
88,40,45,81.3,6.43,29.9,187.6,sugarcane
93,84,53,60.2,7.05,29.7,129.6,banana
28,30,20,64.6,7.31,32.5,71.7,mango
38,23,26,68.6,6.75,13.8,118.4,apple
66,30,34,64.4,6.29,25.7,115.3,orange
74,20,60,77.7,6.35,31.1,152.9,coconut
44,60,21,48.7,7,18.3,55.9,chickpea
18,70,18,56.2,5.56,20.1,109.5,kidneybeans
34,44,18,47.2,5.99,20.3,99.2,pigeonpeas
18,57,16,71.1,6.21,24.7,121,blackgram
30,37,25,70.1,6.42,32,103.1,mungbean
27,60,20,56.8,7.37,23.4,79.1,lentil
20,21,19,44.8,7.27,25.5,72.8,pomegranate
37,26,37,56.4,6.97,20.8,97.6,grapes
31,30,29,58.9,6.32,28.1,78.1,watermelon
25,26,29,55.1,6.27,33.3,59.1,muskmelon
83,39,46,70.3,5.22,20.4,241.8,coffee
77,49,37,89,6.02,24.6,242.7,jute
91,60,40,83.7,6.38,21.8,244.7,rice
12,22,15,60.8,6.73,20.6,31.5,wheat
24,67,24,63.6,5.93,25.3,119.9,maize
20,23,29,72.7,6.22,30.2,146.8,cotton
82,60,56,71.7,7.37,28.9,189.9,sugarcane
119,90,56,74.2,7.4,26.3,177.3,banana
36,31,20,62.3,7.03,25.1,76.7,mango
22,22,24,70.4,6.35,12,142.8,apple
61,22,33,53.7,6.3,28.8,125.8,orange
54,27,46,76.3,5.94,32,185.8,coconut
39,61,18,56.4,6.3,27.8,57.3,chickpea
23,64,17,52.9,5.85,24.1,108.3,kidneybeans
34,43,30,46.5,6.17,23,84.2,pigeonpeas
30,50,30,72.6,6.36,30.7,113.8,blackgram
30,50,26,59.7,6.45,29.6,60.3,mungbean
17,48,15,45.6,6.12,21.7,51.3,lentil
27,29,23,41.8,6.75,23.1,73,pomegranate
43,21,32,63.2,6.67,25.1,77.5,grapes
26,20,22,69.2,6.81,34.3,97,watermelon
33,26,16,54.7,6.11,31.8,49.7,muskmelon
82,33,49,88.4,5.42,20.3,185.2,coffee
83,31,49,87.7,6.8,30.8,190.7,jute
69,40,47,82.5,6.17,27.5,198.2,rice
10,20,10,52.9,7.38,20.8,30.7,wheat
30,53,30,61.9,5.97,22.4,88.5,maize
28,17,34,78.3,6.7,28,145.8,cotton
90,59,53,78.9,6.96,32.4,124.3,sugarcane
105,84,58,63,6.91,28.7,137.7,banana
37,24,40,67.4,6.3,28.2,106.6,mango
39,18,35,63.2,6.61,17.4,104.2,apple
54,31,29,63.3,7.04,21.3,117.4,orange
57,22,58,82.3,5.75,26,210.8,coconut
42,71,15,47.3,6.22,27.9,71.2,chickpea
19,59,29,58.6,6.33,19,116.4,kidneybeans
20,40,16,53.3,6.25,29,102.7,pigeonpeas
33,42,15,66.7,6.21,27.3,81.1,blackgram
18,48,30,61.7,6.97,33.5,95,mungbean
18,45,18,48.5,6.07,22.1,48.7,lentil
33,34,19,44,6.41,29.4,46.3,pomegranate
43,39,38,60.6,6.42,26.6,72.7,grapes
37,25,20,59.5,6.13,32.9,77.1,watermelon
22,29,23,52.1,6.29,32.2,43.1,muskmelon
71,39,55,88.9,5.68,20.2,247.3,coffee
66,32,37,71,6.01,27.8,227.4,jute
79,49,47,89.5,6.6,22.4,192.4,rice
17,10,15,56.1,7.37,24.9,57.5,wheat
34,50,20,71.3,6.12,27.8,117.2,maize
31,25,29,69.4,6.72,26.1,127.6,cotton
89,51,58,79.9,7.36,29.6,139.4,sugarcane
116,86,60,71.2,6.55,29.3,193.9,banana
38,39,24,64.4,6.34,28.3,70.8,mango
32,31,31,74.5,6.54,17.8,119,apple
53,35,23,62.3,7.08,26.1,104.3,orange
64,32,56,74.6,6.62,28.4,211.6,coconut
45,76,17,49.3,6.76,22.5,64.3,chickpea
34,60,15,63.9,6.66,15.1,87.3,kidneybeans
25,54,19,49,5.85,25,107.9,pigeonpeas
21,50,27,68,6.17,31,127.8,blackgram
25,41,18,60.8,6.25,26.6,107.3,mungbean
25,58,24,63.7,6.4,19.2,69.1,lentil
33,19,35,52.1,6.35,30,50.6,pomegranate
43,26,37,57,6.8,25,52.5,grapes
36,20,21,70.9,7.3,25.2,105.2,watermelon
39,21,22,56.4,6.27,29.5,53.3,muskmelon
81,25,43,84.7,5.91,21.6,206.4,coffee
87,48,39,84.9,6.81,33.4,212.2,jute
81,51,37,80.4,6.75,25.6,180.8,rice
11,20,19,62.1,6.62,20,46.9,wheat
39,64,28,74.2,6.3,25.4,95.5,maize
30,23,25,76.6,6.82,31.3,139.2,cotton
80,40,57,76.7,6.73,33.8,140.6,sugarcane
115,83,55,61.4,6.55,26,190.7,banana
26,22,22,55.7,6.03,33.9,89,mango
23,34,28,67.7,5.7,15.3,90.4,apple
42,37,30,64.5,7.28,19,110,orange
66,25,59,77.5,6.12,29.3,201.5,coconut
50,80,23,48.7,6.92,20,71,chickpea
25,70,20,50.9,6.26,17.1,98.2,kidneybeans
31,44,18,45.6,5.7,30.8,66,pigeonpeas
21,49,30,67.5,6.08,26.4,98.9,blackgram
22,38,20,61.7,6.92,34,117.9,mungbean
15,59,20,62.7,7.1,21.8,57.6,lentil
38,24,15,46.8,6.68,24.9,56.2,pomegranate
37,40,37,49.5,6.55,21.3,51.7,grapes
34,27,28,59.2,6.32,33,83.7,watermelon
29,19,30,64,6.1,28.5,88.4,muskmelon
74,26,53,82.5,5.88,20.5,215.2,coffee
88,37,37,76.6,7.21,29,233.3,jute
77,41,37,88,6.3,27.6,247.2,rice
29,11,17,51.4,7.28,22.3,52.2,wheat
20,70,15,74.9,6.29,26,108.3,maize
28,23,35,69.7,6.63,25.9,106.9,cotton
112,46,41,74.6,7.48,27.3,184.2,sugarcane
104,88,54,69.9,6.75,28.7,176.4,banana
48,29,31,62.5,7.21,34.5,104.5,mango
21,29,28,71.5,5.86,13.6,87.4,apple
43,26,26,54.4,6.41,23.2,123.6,orange
78,23,47,85.4,6.83,27.1,198.3,coconut
50,79,24,50.9,6.33,24.7,51.5,chickpea
34,67,19,51.2,6.71,17.4,67.1,kidneybeans
33,57,19,58.9,5.81,30.8,102,pigeonpeas
18,55,18,64.7,6.94,25.1,76.6,blackgram
22,50,15,72.4,6.49,25.2,98.7,mungbean
21,60,22,64.6,7.35,22.4,55.3,lentil
28,29,25,47.3,7.03,29,79.4,pomegranate
34,32,34,49.5,6.3,25.3,72.4,grapes
39,21,23,61.9,7.26,26.2,108.1,watermelon
35,22,15,67.1,6.92,27,53.3,muskmelon
76,22,52,86.3,6.11,25.1,169.8,coffee
68,43,38,74.2,6.3,33.1,166.1,jute
76,38,39,81.7,5.88,21,240.6,rice
25,21,13,61.7,6.75,16.2,43.2,wheat
35,55,28,71.6,5.83,24.9,92.2,maize
35,16,29,73.7,6.06,28.6,106,cotton
106,52,56,81.9,7.13,32.5,130.6,sugarcane
117,89,59,60.9,6.63,30,127.2,banana
35,23,39,68.7,6.68,24.3,102.9,mango
28,26,24,68.9,6.11,18.3,133.6,apple
65,31,27,66.7,6.45,28.5,80.6,orange
77,33,56,85.3,5.65,29.6,161.5,coconut
41,69,25,51.9,6.2,25.3,52.8,chickpea
22,58,22,60.8,6.71,15.7,99.6,kidneybeans
29,57,26,59.7,5.55,22.7,64.4,pigeonpeas
16,42,15,71,6.96,27,104.5,blackgram
33,44,24,71.4,6.01,27.6,63.3,mungbean
16,49,17,58.7,7.38,22.8,69.1,lentil
24,23,15,55.2,7.07,25.3,62.3,pomegranate
34,33,40,59.8,6.05,24.6,85.5,grapes
20,25,30,67.1,7.34,29.2,60.1,watermelon
34,30,17,64.6,7.23,23,92.8,muskmelon
98,23,54,72.1,5.93,23.1,227.1,coffee
63,41,42,88.1,6.71,30.9,243.3,jute
76,38,38,81,6,26.3,246.6,rice
11,11,13,58.9,6.47,16,31.5,wheat
35,61,24,75,6.25,28,104.6,maize
30,25,25,65.5,6.19,31.9,119.7,cotton
80,43,41,84.6,7.31,29.5,212,sugarcane
95,80,58,69.4,6.86,25.8,179.1,banana
43,27,26,50.4,6.58,33.8,135.1,mango
29,23,33,71,6.66,11.4,114.6,apple
42,26,29,62.6,7.5,28.7,104.8,orange
63,32,45,80,6.97,28.9,218.6,coconut
47,77,17,54.8,6.42,23.7,72.1,chickpea
31,70,29,60.7,5.95,15.4,91,kidneybeans
32,46,17,55.3,5.88,30.8,93.5,pigeonpeas
27,60,16,77.8,7.17,27.4,109,blackgram
31,43,15,70.2,6.07,33.7,97.6,mungbean
29,57,23,50.2,6.25,15.1,61,lentil
23,23,22,47.6,7.01,23.8,42.9,pomegranate
37,24,29,47.9,7.14,21.2,83.4,grapes
26,22,22,71.9,6.7,28.7,97,watermelon
26,26,23,50.7,7.25,27.9,67.1,muskmelon
98,27,48,71.6,5.19,20.2,156.9,coffee
72,35,41,71.5,6.84,29.3,225,jute
63,39,45,85.8,5.96,20.9,248.3,rice
20,11,10,57.6,6.86,23.8,49.6,wheat
29,61,20,68.8,6.25,23,85,maize
27,15,34,77.7,6.25,29.7,121.7,cotton
94,42,57,78.7,7.22,27,128,sugarcane
97,72,56,60.2,6.64,26.8,145.6,banana
42,40,31,52.4,7.1,29.9,74.3,mango
21,32,30,60.3,5.76,11.9,121,apple
44,24,28,58.1,6.67,28.2,88.1,orange
50,26,55,87,6.6,26.4,194.7,coconut
31,76,24,52.1,6.81,24,79.1,chickpea
32,53,19,62,6.13,22.5,77,kidneybeans
20,46,18,54.3,6.18,21.2,113.3,pigeonpeas
35,50,30,73.4,7.5,26.1,94.7,blackgram
23,55,24,67.9,6.15,28,100.1,mungbean
24,41,19,50,6.88,20.9,67.5,lentil
38,27,25,44.2,6.83,31.8,68.9,pomegranate
40,38,36,54.5,7.04,27.5,77.7,grapes
24,18,20,62.1,7.09,33.1,96.3,watermelon
20,19,17,61.6,6.69,23.1,97.9,muskmelon
98,32,49,81,5.24,18.9,167.2,coffee
85,30,48,73.9,6.15,26.2,168.8,jute
72,59,35,81.5,6.6,22.1,211.3,rice
18,12,15,64.3,7.16,21.1,61.5,wheat
33,68,22,74.9,6.76,29.9,93.2,maize
34,22,34,76.6,6.8,25.9,119,cotton
111,43,53,70.7,6.27,28,136.2,sugarcane
97,76,54,66,7.45,26.4,154.8,banana
20,34,31,54,6.68,25.6,118.9,mango
31,25,30,68,5.66,14.5,86.8,apple
61,27,33,56.1,6.06,23.9,108.8,orange
60,40,54,77.4,6.46,31.5,211.4,coconut
45,60,18,47.1,6.68,27.2,51.5,chickpea
16,63,23,50.2,6.29,20,119.9,kidneybeans
17,51,18,45.2,6.99,20.2,100.8,pigeonpeas
33,43,19,65,6.53,28.6,98.3,blackgram
26,41,24,69.7,6.6,28.4,77.8,mungbean
20,44,18,45.3,6.67,19.9,65.5,lentil
38,20,20,47.9,6.38,25,74.5,pomegranate
44,38,22,64.5,7.22,24.7,73.2,grapes
28,15,22,55.3,6.44,28.1,98.9,watermelon
26,20,22,66.3,6.82,29.5,73.7,muskmelon
63,33,50,73.4,5.98,18.5,220.3,coffee
75,43,44,87.1,6.47,31.2,247.8,jute
69,45,38,89.7,6.05,27.6,248.9,rice
17,20,11,58.6,7.12,16.3,45.8,wheat
32,59,18,64.6,6.13,28.3,108.7,maize
